DateTime,LCLid,stdorToU,KWH/hh (per half hour) 
00:00.0,MAC000002,Std,0.183
30:00.0,MAC000002,Std,0.355
00:00.0,MAC000002,Std,0.558
30:00.0,MAC000002,Std,0.47
00:00.0,MAC000002,Std,0.506
30:00.0,MAC000002,Std,0.453
00:00.0,MAC000002,Std,0.49
30:00.0,MAC000002,Std,0.417
00:00.0,MAC000002,Std,0.254
30:00.0,MAC000002,Std,0.188
00:00.0,MAC000002,Std,0.133
30:00.0,MAC000002,Std,0.105
00:00.0,MAC000002,Std,0.122
30:00.0,MAC000002,Std,0.101
00:00.0,MAC000002,Std,0.118
30:00.0,MAC000002,Std,0.102
00:00.0,MAC000002,Std,0.116
30:00.0,MAC000002,Std,0.099
00:00.0,MAC000002,Std,0.116
30:00.0,MAC000002,Std,0.092
00:00.0,MAC000002,Std,0.123
30:00.0,MAC000002,Std,0.084
00:00.0,MAC000002,Std,0.128
30:00.0,MAC000002,Std,0.203
00:00.0,MAC000002,Std,0.259
30:00.0,MAC000002,Std,0.346
00:00.0,MAC000002,Std,0.492
30:00.0,MAC000002,Std,0.547
00:00.0,MAC000002,Std,0.268
30:00.0,MAC000002,Std,0.117
00:00.0,MAC000002,Std,0.132
30:00.0,MAC000002,Std,0.084
00:00.0,MAC000002,Std,0.189
30:00.0,MAC000002,Std,0.09
00:00.0,MAC000002,Std,0.122
30:00.0,MAC000002,Std,0.079
00:00.0,MAC000002,Std,0.127
30:00.0,MAC000002,Std,0.072
00:00.0,MAC000002,Std,0.17
30:00.0,MAC000002,Std,0.179
00:00.0,MAC000002,Std,0.29
30:00.0,MAC000002,Std,0.282
00:00.0,MAC000002,Std,0.423
30:00.0,MAC000002,Std,0.635
00:00.0,MAC000002,Std,0.924
30:00.0,MAC000002,Std,0.62
00:00.0,MAC000002,Std,0.546
30:00.0,MAC000002,Std,0.962
00:00.0,MAC000002,Std,0.947
30:00.0,MAC000002,Std,0.595
00:00.0,MAC000002,Std,0.479
30:00.0,MAC000002,Std,0.558
00:00.0,MAC000002,Std,0.627
30:00.0,MAC000002,Std,0.562
00:00.0,MAC000002,Std,0.656
30:00.0,MAC000002,Std,0.602
00:00.0,MAC000002,Std,0.543
30:00.0,MAC000002,Std,0.525
00:00.0,MAC000002,Std,0.544
30:00.0,MAC000002,Std,0.328
00:00.0,MAC000002,Std,0.2
30:00.0,MAC000002,Std,0.109
00:00.0,MAC000002,Std,0.132
30:00.0,MAC000002,Std,0.08
00:00.0,MAC000002,Std,0.123
30:00.0,MAC000002,Std,0.089
00:00.0,MAC000002,Std,0.111
30:00.0,MAC000002,Std,0.098
00:00.0,MAC000002,Std,0.1
30:00.0,MAC000002,Std,0.108
00:00.0,MAC000002,Std,0.088
30:00.0,MAC000002,Std,0.118
00:00.0,MAC000002,Std,0.075
30:00.0,MAC000002,Std,0.194
00:00.0,MAC000002,Std,0.412
30:00.0,MAC000002,Std,0.389
00:00.0,MAC000002,Std,0.856
30:00.0,MAC000002,Std,0.299
00:00.0,MAC000002,Std,0.221
30:00.0,MAC000002,Std,0.18
00:00.0,MAC000002,Std,0.132
30:00.0,MAC000002,Std,0.135
00:00.0,MAC000002,Std,0.147
30:00.0,MAC000002,Std,0.775
00:00.0,MAC000002,Std,0.593
30:00.0,MAC000002,Std,0.2
00:00.0,MAC000002,Std,0.386
30:00.0,MAC000002,Std,0.91
00:00.0,MAC000002,Std,0.314
30:00.0,MAC000002,Std,0.256
00:00.0,MAC000002,Std,0.311
